date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:10	837/837	------	200	untouched ('OK')	text/plain	date:Mon,%2024%20Nov%202025%2019:27:30%20GMT	https://shopee.com.br/robots.txt		(from )
16:30:11	100071/100071	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Nov%202025%2019:30:14%20GMT	https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282	C:/Users/Omar/Downloads/Shopee/shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.html	(from )
16:30:11	156/156	------	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Nov%202025%2019:27:35%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Omar/Downloads/Shopee/www.googletagmanager.com/gtm.e5445.delayed	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	509/509	------	200	untouched ('')	image/png	etag:%22912d21c65a8140e91eb890d33b555966%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/icon_favicon_1_32.9cd61b2e90c0f104.png	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/icon_favicon_1_32.9cd61b2e90c0f104.png	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	1056/1056	------	200	untouched ('')	image/png	etag:%22ad82a67454b5185fd1922a42053d3b8f%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/icon_favicon_1_96.1ce0e05fc18a86e5.png	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/icon_favicon_1_96.1ce0e05fc18a86e5.png	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	32000/32000	------	200	untouched ('OK')	text/css	etag:%22cf1c14e9999255041d7eead27462f6e6%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/bundle.6fb9d367df53c7a2.2023.css	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/bundle.6fb9d367df53c7a2.2023.css	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	18/18	------	404	error ('Not%20Found')	text/javascript	date:Mon,%2024%20Nov%202025%2019:27:49%20GMT	https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__cart-panel-context/1.5.0.legacy.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__cart-panel-context/1.5.0.legacy.1b.delayed	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	24073/24073	------	200	untouched ('')	text/javascript	etag:%22199502352fe6dba5a245a5aa172b635e%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/webpack-runtime.5a04fee6f0356a5a.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/webpack-runtime.5a04fee6f0356a5a.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	32932/32932	------	200	untouched ('')	text/javascript	etag:%22025fd4ff6b3ad82e6f51d0aa8c66708c%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-latest.dc9e406f9914cc09.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-latest.dc9e406f9914cc09.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	32947/32947	------	200	untouched ('')	text/javascript	etag:%229e67c7de68b7b35c49b25c4b73a2bf74%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-stable.16e5fe9710bc4aac.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-stable.16e5fe9710bc4aac.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:30:11	18/18	------	404	error ('Not%20Found')	text/javascript	date:Mon,%2024%20Nov%202025%2019:27:50%20GMT	https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__cart-panel-context/1.5.0.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__cart-panel-context/1.5.0.1f.delayed	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
